id,ra,dec,sp_mag_u,sp_mag_g,sp_mag_r,sp_mag_i,sp_mag_z,sp_mag_F378,sp_mag_F395,sp_mag_F410,sp_mag_F430,sp_mag_F515,sp_mag_F660,sp_mag_F861,sp_mag_err_u,sp_mag_err_g,sp_mag_err_r,sp_mag_err_i,sp_mag_err_z,sp_mag_err_F378,sp_mag_err_F395,sp_mag_err_F410,sp_mag_err_F430,sp_mag_err_F515,sp_mag_err_F660,sp_mag_err_F861,sp_A,sp_B,sp_PA,sp_radius_petro,sp_radius_50,sp_radius_90,sp_photoz,sp_photoz_odds,ls_mag_g,ls_mag_r,ls_mag_i,ls_mag_z,ls_type,lit_redshift,lit_redshift_err,lit_source,lit_velocity,lit_velocity_err,velocity_offset,dist_proj,dist
54,157.76074088266878,-22.66404293410165,18.131176,16.985746,16.519703,16.266022,16.24948,17.626045,17.612408,17.206932,17.243376,16.835121,16.374868,16.279707,0.084738895,0.015458156,0.013237074,0.016278848,0.03124314,0.06570994,0.098304965,0.05997895,0.05689003,0.032602705,0.01330198,0.036929257,0.0014876509,0.0009162613,1.5398501,5.9399996,10.814368,24.41082,0.014755103,0.9958581,16.815182,16.326797,16.098211,16.006683,SER,,,,,,,5.0247423717607855,
55,164.40977,-25.504482,15.207107,14.410477,13.759739,13.419348,13.181988,15.286045,15.137292,14.787714,14.774448,14.224407,13.485313,13.302874,0.017659979,0.005858564,0.0029432958,0.003047904,0.00435068,0.02996338,0.04582073,0.031640634,0.030025309,0.013544821,0.0028313815,0.0059009874,0.002970458,0.0019652117,38.971756,5.2799997,19.345522,44.938828,0.008163266,0.9987106,,,,,,0.013026,4e-05,NED_2003MNRAS.339..652K,3905.097,11.991698,115.756,5.042598,4.741215
56,164.05643,-24.300543,17.087145,16.332005,15.868687,15.707093,15.522968,15.048078,16.783548,16.660933,16.695147,15.94336,15.547866,15.490309,0.63714,0.020354122,0.014598639,0.018517835,0.02962665,0.013635812,0.08809586,0.07717024,0.07219731,0.030910151,0.01203393,0.031384103,0.0016879879,0.0012893123,-88.2926,5.9399996,13.77584,32.322258,0.011755102,0.99885833,16.052788,15.562534,15.372739,15.202162,SER,0.013159,0.00015,NED_20096dF...C...0000J,3944.969,44.968869,155.131,5.378253,5.056809
57,155.11874,-23.479214,17.389189,16.700298,16.34091,16.225504,16.035852,17.152071,16.98513,16.816458,16.785973,16.45074,15.9764185,16.202326,0.039651316,0.014286414,0.010801363,0.014033677,0.022061873,0.045623526,0.06184617,0.04908429,0.045818496,0.027815895,0.009389785,0.030586375,0.0011453828,0.000997706,5.4271903,5.9399996,7.933037,21.1295,0.011673469,0.9989066,16.711021,16.404932,16.36066,16.251238,SER,0.012068,0.00015,NED_20096dF...C...0000J,3617.895,44.968869,-167.861,5.421246,5.097233
58,164.96255,-25.495678,14.8631525,14.006963,13.286069,12.548302,12.115739,13.193714,14.547847,14.112435,14.008746,13.511212,13.069025,12.796797,0.18178156,0.017174803,0.007904665,0.005666259,0.006987631,0.022860778,0.120123774,0.07630992,0.06652431,0.031278968,0.007951125,0.015861006,0.0089421505,0.0064612944,-87.67727,2.73,29.521738,217.71756,0.012244898,0.9992213,14.266572,13.630584,13.354465,13.12801,SER,0.012502,5e-05,NED_2003A&A...412...57P,3748.005,14.989623,-39.375,5.498791,5.170143
59,164.8837847478565,-29.989293222028024,17.603888,16.99237,16.637754,16.828747,16.65625,17.137838,17.308105,17.089546,16.691957,16.794825,16.464264,16.529581,0.065278664,0.024831288,0.023738936,0.042928927,0.067434594,0.060604595,0.116368435,0.08563734,0.053417645,0.050420582,0.020992769,0.06972535,0.002112967,0.001486375,72.17846,7.919999,15.726255,39.61371,0.008918368,0.99151474,17.355314,17.048819,16.875126,16.893015,EXP,,,,,,,5.563703164920369,
60,162.8768261868544,-22.96129570978881,16.688957,16.776625,16.38299,16.26831,15.994039,17.341032,17.129326,16.803043,16.85967,16.43907,16.152758,16.067343,0.03402816,0.023734536,0.018760713,0.033501454,0.041750588,0.9146763,0.108391434,0.07490734,0.07336569,0.041625943,0.017687246,0.052082,0.001792723,0.0012149834,-14.56465,7.2599993,13.564714,30.176,0.007591837,0.994042,,,,,,,,,,,,5.641933771967977,
61,154.52382371556337,-31.64697503386149,17.585316,17.126984,16.690422,16.536787,16.446558,17.407381,17.397152,17.255919,17.064672,16.832394,16.391865,16.404434,0.08968527,0.043565232,0.0275413,0.025677765,0.035202827,0.10374803,0.14807461,0.13108337,0.099291906,0.07152811,0.025335884,0.07076508,0.00093957095,0.0007221717,-13.648081,5.9399996,7.3511915,17.763426,0.008244898,0.9987856,17.046312,16.756475,,16.640144,SER,,,,,,,5.792119460750059,
62,165.62917,-26.168722,15.749277,15.205419,14.907373,14.875135,14.735321,15.2880535,15.613364,15.385234,15.302791,14.955027,14.3163805,14.837532,0.022381868,0.009884874,0.00667663,0.009127928,0.014681056,0.02423099,0.057978556,0.04373318,0.039050765,0.021645948,0.0048927055,0.01959615,0.0028610344,0.0009837273,-17.116861,5.9399996,13.54165,39.675297,0.00867347,0.9998645,14.703224,14.522955,14.527882,14.396468,SER,0.013216,2.3e-05,NED_2003MNRAS.339..652K,3962.057,6.895227,172.006,5.862045,5.511687
63,152.8061583801378,-29.457748096108435,17.924952,17.176615,16.969425,16.979452,17.048092,17.615494,17.36946,17.6982,17.207096,17.124777,16.617826,16.841312,1.0697942,0.86970484,0.9206462,1.1251295,2.928512,0.70705897,2.5273757,4.0354924,2.7702117,2.5787067,0.90699285,2.5729892,0.00136011,0.00047510848,-77.571976,6.5999994,9.478918,22.853477,0.011326531,0.99883705,18.31767,18.152748,18.22275,18.15061,REX,,,,,,,5.94129901231091,
64,162.59094,-22.321667,15.72584,14.571222,13.965811,13.686106,13.453126,15.326007,15.297392,15.0380745,14.88,14.388892,13.743262,13.539478,0.0600501,0.0035750389,0.002391545,0.0034317768,0.0043094256,0.15985525,0.022289691,0.016182866,0.013244323,0.007150527,0.0023677195,0.005574639,0.0021609985,0.0020917642,31.610544,3.9599998,11.730899,38.369293,0.014244898,0.99538034,14.430133,13.732462,13.430558,13.207198,SER,0.012662,3.2e-05,NED_2006HIPAS.C...0000:,3795.972,9.593359,7.993,6.005044,5.646138
65,152.6466466008346,-25.82353993807732,15.991696,15.092693,14.661494,14.45991,14.258779,15.585336,15.549635,14.637323,15.288807,14.979722,14.48257,14.083243,0.050018642,0.0086713545,0.0065765763,0.008613071,0.01451149,0.029072516,0.043048035,0.01778614,0.029847212,0.019164855,0.0068496605,0.014269937,0.0057829386,0.0019061046,13.124898,5.9399996,27.501644,71.67939,0.015163266,0.8260987,15.081049,14.554703,14.343011,14.189886,SER,,,,,,,6.092464364408187,
66,161.55597361915048,-21.79877834995786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12062507289217,
67,152.4089903184058,-25.98130114957565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0103479927458669,,simbad,,,,6.233978501557286,
68,156.12733546814195,-21.79077504622754,14.836498,13.659172,13.127674,12.865956,12.64967,14.398371,14.076963,14.001976,13.915872,13.493785,12.837007,12.758837,0.24454524,0.00563347,0.00281484,0.002496219,0.0030797953,0.02028684,0.019692099,0.020140696,0.016936725,0.0092353085,0.0024645738,0.004131264,0.0031177509,0.0026302596,1.0248835,5.2799997,20.630453,45.899605,0.011591837,0.99936086,13.666479,13.034672,12.744465,12.518892,SER,0.011842,1.3e-05,NED_2003A&A...412...57P,3550.142,3.897302,-234.769,6.340734,5.961765
69,154.71637,-32.596554,16.610937,15.564524,15.157887,15.056244,14.952807,15.988997,16.078453,15.689386,15.694231,15.476899,14.97926,14.985221,0.08118875,0.023761567,0.015181158,0.015088932,0.020768125,0.062761776,0.09789191,0.070077375,0.063163124,0.047375042,0.015797094,0.029729687,0.0024218895,0.0012667204,-24.288126,5.9399996,18.02909,40.616642,0.015326532,0.90716475,,,,,,0.00454,2.9e-05,NED_2006HIPAS.C...0000:,1361.058,8.693981,-2396.54,6.448488,6.063079
70,161.2647997786924,-21.303269623640315,18.051514,17.547546,17.249115,17.214811,16.91644,17.95753,17.648438,17.477922,17.453564,17.208664,16.953632,17.10747,0.40390152,0.052343246,0.041200038,0.057836812,0.084119625,0.22007845,0.18489937,0.14893746,0.13587886,0.08716461,0.03620411,0.11909951,0.0009653453,0.00087585964,79.957954,10.56,13.284674,28.05748,0.016591838,0.9392107,18.019001,17.496809,17.324202,17.201073,REX,,,,,,,6.493105011236581,
71,154.83827,-22.142696,18.211058,17.398632,17.3849,17.53915,17.379698,17.611195,17.76287,17.819452,17.76183,16.355299,16.175549,17.555817,0.03197527,0.012391759,0.011803105,0.018538821,0.02873786,0.03008433,0.05216493,0.05124489,0.046448145,0.012633029,0.005748952,0.04214047,0.00052762986,0.0004936438,-79.981186,5.9399996,4.1164613,8.921218,0.015408164,0.99997556,17.16018,17.231766,17.712982,17.521948,SER,0.01214,0.00033,NED_1991A&A...251..417P,3639.48,98.931511,-146.546,6.620605,6.22491
72,156.88278653541678,-33.8352201600877,17.356426,16.60867,16.077515,15.820693,15.845489,16.915106,16.861612,16.039688,16.467981,14.780871,15.824675,15.850192,0.26317385,0.022594025,0.015399165,0.019250745,0.039071236,0.06586742,0.092057556,0.041044824,0.055956572,0.010748937,0.014603298,0.0478835,0.00177065,0.00114238,1.253358,5.9399996,15.280084,37.99894,0.00767347,0.9873111,16.687805,16.1806,,,SER,,,,,,,6.6228977652483305,
73,158.4252513015424,-34.22844776610405,18.058615,16.611435,16.001606,15.777914,15.622431,17.259737,17.375893,17.270557,17.091764,16.33807,15.621904,15.640006,0.07304576,0.01126548,0.007191876,0.008277152,0.013396114,0.053958345,0.09913925,0.07830646,0.06053232,0.025537916,0.006429099,0.016846413,0.0014888247,0.0013146456,-23.145784,5.9399996,10.383822,28.440718,0.012326531,0.9980038,16.668282,15.892876,15.894965,15.743528,SER,,,,,,,6.743215651491509,
74,158.96315,-34.269817,15.662145,14.746405,14.307625,14.118842,13.975538,15.325635,15.133687,14.996547,14.936729,14.570268,14.058995,14.023735,0.013960461,0.0034979891,0.0026267222,0.0030710478,0.0050150114,0.01574437,0.021981478,0.016474424,0.014214362,0.008630072,0.0026470704,0.006495264,0.0028990544,0.0021471714,70.71469,5.2799997,17.502945,41.486565,0.013326531,0.99870944,14.773115,14.268526,14.042939,13.870564,SER,0.012826,6.3e-05,NED_1991RC3.9.C...0000d,3845.138,18.886925,56.546,6.755248,6.351505
75,160.39124,-20.840078,17.998077,16.707155,16.193308,15.917608,15.753221,17.582369,17.198494,16.954428,17.035074,15.6849575,15.900673,15.774988,0.09508058,0.021336537,0.013238579,0.014351839,0.023049532,0.08782219,0.09166487,0.07294841,0.07281103,0.01786424,0.013855468,0.026540676,0.0016596032,0.000607199,-22.764603,5.2799997,8.981562,20.275808,0.013836735,0.9975116,16.64519,16.102215,15.881257,15.707438,SER,0.012655,0.00015,NED_20096dF...C...0000J,3793.874,44.968869,5.921,6.761175,6.357078
76,163.4188,-21.792774,14.722639,13.690016,13.143013,12.933244,12.70694,14.359061,14.205533,13.994657,13.905053,13.5325775,12.716736,12.817334,0.006083921,0.0016302331,0.0011017289,0.001271028,0.0017914877,0.005764484,0.007377133,0.0057608574,0.004999269,0.0031633594,0.0009981199,0.0022767794,0.0025441102,0.0013523598,-81.94892,4.62,14.461914,30.402767,0.011081632,0.99981123,,,,,,0.013329,4e-05,NED_2003A&A...412...57P,3995.934,11.991698,205.46,6.84075,6.431897
77,161.04044,-20.819408,17.310448,16.315086,15.855532,15.606785,15.496955,16.897322,16.992247,16.75027,16.596472,16.141577,15.522744,15.666683,0.13234635,0.016101766,0.0120319985,0.014825518,0.025846662,0.055632863,0.09767905,0.07346462,0.060820453,0.03322382,0.009932972,0.032469165,0.0020016225,0.0009354265,-70.83245,5.9399996,9.709394,27.616362,0.012489796,0.9995408,16.066544,15.626124,15.485965,15.331666,SER,0.012629,0.00015,NED_20096dF...C...0000J,3786.079,44.968869,-1.776,6.895022,6.482925
78,163.47366831691525,-21.81976624803644,18.807169,17.586378,17.07291,16.769602,16.64436,18.179407,18.094416,17.897537,17.873026,17.362265,16.855412,16.76829,0.09369152,0.017175453,0.0118439,0.014025736,0.023810482,0.068116456,0.09343514,0.071953654,0.06444871,0.033732675,0.011714631,0.02943779,0.00091128924,0.00048097764,-45.088757,5.9399996,6.687969,12.402579,0.0202449,0.74331015,,,,,,0.03779,,VizieR_J/ApJ/907/123/sdss_sz,,,,6.895724487448699,
79,152.92686783677016,-31.64267191520137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.420383,14.333949,13.844146,13.331212,SER,0.00946,5e-06,NED_2005ApJS..160..149S,2836.037,1.498962,-939.965,6.92377,6.509955
80,165.70845708142028,-23.591534920783623,15.3778515,14.341982,13.700056,13.4083185,13.135888,14.81217,14.669993,14.720606,14.477989,14.029671,13.446088,13.251909,0.25789523,0.0056468053,0.0031956641,0.0035990167,0.0051799323,0.36737847,0.028544035,0.025942696,0.019906789,0.009862747,0.0027960832,0.0059889476,0.003378145,0.0014891219,73.051155,5.9399996,19.846336,44.326065,0.012489796,0.99781686,,,,,,0.012072,9e-06,NED_2005ApJS..160..149S,3619.095,2.698132,-166.677,6.983573,6.566183
